"subid","trial","item","goal","true_state","positivity","utterance"
"3X7837UUADYFZHZURWSX2D2P458J6Z-336KAV9KYQSKZP9MGWMZB7VPUY42YJ.json",8,"dance","both","heart1","neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-336KAV9KYQSKZP9MGWMZB7VPUY42YJ.json",9,"presentation","informative","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-336KAV9KYQSKZP9MGWMZB7VPUY42YJ.json",10,"monologue","informative","heart0","neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-336KAV9KYQSKZP9MGWMZB7VPUY42YJ.json",11,"painting","informative","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-336KAV9KYQSKZP9MGWMZB7VPUY42YJ.json",12,"song","informative","heart1","neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33F859I566DS17JTPPBMQ03QYBUBHR.json",1,"monologue","social","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33F859I566DS17JTPPBMQ03QYBUBHR.json",2,"film","social","heart1","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33F859I566DS17JTPPBMQ03QYBUBHR.json",3,"cake","social","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33F859I566DS17JTPPBMQ03QYBUBHR.json",4,"song","social","heart0","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33F859I566DS17JTPPBMQ03QYBUBHR.json",5,"dance","informative","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33F859I566DS17JTPPBMQ03QYBUBHR.json",6,"solo","informative","heart1","neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33F859I566DS17JTPPBMQ03QYBUBHR.json",7,"presentation","informative","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33F859I566DS17JTPPBMQ03QYBUBHR.json",8,"painting","informative","heart0","no_neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33F859I566DS17JTPPBMQ03QYBUBHR.json",9,"poem","both","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33F859I566DS17JTPPBMQ03QYBUBHR.json",10,"cookie","both","heart1","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33F859I566DS17JTPPBMQ03QYBUBHR.json",11,"review","both","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33F859I566DS17JTPPBMQ03QYBUBHR.json",12,"app","both","heart0","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33SA9F9TRXU850Q2UFZCSBJYGTUEWY.json",1,"cake","social","heart0","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33SA9F9TRXU850Q2UFZCSBJYGTUEWY.json",2,"presentation","social","heart1","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33SA9F9TRXU850Q2UFZCSBJYGTUEWY.json",3,"app","social","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33SA9F9TRXU850Q2UFZCSBJYGTUEWY.json",4,"monologue","social","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33SA9F9TRXU850Q2UFZCSBJYGTUEWY.json",5,"cookie","both","heart0","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33SA9F9TRXU850Q2UFZCSBJYGTUEWY.json",6,"review","both","heart1","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33SA9F9TRXU850Q2UFZCSBJYGTUEWY.json",7,"poem","both","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33SA9F9TRXU850Q2UFZCSBJYGTUEWY.json",8,"song","both","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33SA9F9TRXU850Q2UFZCSBJYGTUEWY.json",9,"recital","informative","heart0","no_neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33SA9F9TRXU850Q2UFZCSBJYGTUEWY.json",10,"solo","informative","heart1","no_neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33SA9F9TRXU850Q2UFZCSBJYGTUEWY.json",11,"film","informative","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33SA9F9TRXU850Q2UFZCSBJYGTUEWY.json",12,"dance","informative","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-36ZN444YTRYCGWJMZCYTWW445NSOI1.json",1,"poem","informative","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-36ZN444YTRYCGWJMZCYTWW445NSOI1.json",2,"monologue","informative","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-36ZN444YTRYCGWJMZCYTWW445NSOI1.json",3,"film","informative","heart1","no_neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-36ZN444YTRYCGWJMZCYTWW445NSOI1.json",4,"recital","informative","heart0","no_neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-36ZN444YTRYCGWJMZCYTWW445NSOI1.json",5,"cookie","social","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-36ZN444YTRYCGWJMZCYTWW445NSOI1.json",6,"review","social","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-36ZN444YTRYCGWJMZCYTWW445NSOI1.json",7,"presentation","social","heart1","neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-36ZN444YTRYCGWJMZCYTWW445NSOI1.json",8,"cake","social","heart0","neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-36ZN444YTRYCGWJMZCYTWW445NSOI1.json",9,"dance","both","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-36ZN444YTRYCGWJMZCYTWW445NSOI1.json",10,"app","both","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-36ZN444YTRYCGWJMZCYTWW445NSOI1.json",11,"painting","both","heart1","neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-36ZN444YTRYCGWJMZCYTWW445NSOI1.json",12,"solo","both","heart0","no_neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-37XITHEISW9O06P2ZUJBFOBE322RCF.json",1,"solo","informative","heart0","neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-37XITHEISW9O06P2ZUJBFOBE322RCF.json",2,"monologue","informative","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-37XITHEISW9O06P2ZUJBFOBE322RCF.json",3,"song","informative","heart1","no_neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-37XITHEISW9O06P2ZUJBFOBE322RCF.json",4,"poem","informative","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-37XITHEISW9O06P2ZUJBFOBE322RCF.json",5,"dance","social","heart0","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-37XITHEISW9O06P2ZUJBFOBE322RCF.json",6,"film","social","heart2","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-37XITHEISW9O06P2ZUJBFOBE322RCF.json",7,"painting","social","heart1","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-37XITHEISW9O06P2ZUJBFOBE322RCF.json",8,"app","social","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-37XITHEISW9O06P2ZUJBFOBE322RCF.json",9,"cake","both","heart0","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-37XITHEISW9O06P2ZUJBFOBE322RCF.json",10,"presentation","both","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-37XITHEISW9O06P2ZUJBFOBE322RCF.json",11,"review","both","heart1","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-37XITHEISW9O06P2ZUJBFOBE322RCF.json",12,"recital","both","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-388U7OUMF7146EUMNEQRKN9DUGVR0I.json",1,"poem","both","heart1","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-388U7OUMF7146EUMNEQRKN9DUGVR0I.json",2,"film","both","heart0","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-388U7OUMF7146EUMNEQRKN9DUGVR0I.json",3,"review","both","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-388U7OUMF7146EUMNEQRKN9DUGVR0I.json",4,"painting","both","heart3","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-388U7OUMF7146EUMNEQRKN9DUGVR0I.json",5,"solo","informative","heart1","neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-388U7OUMF7146EUMNEQRKN9DUGVR0I.json",6,"monologue","informative","heart0","neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-388U7OUMF7146EUMNEQRKN9DUGVR0I.json",7,"cookie","informative","heart2","neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-388U7OUMF7146EUMNEQRKN9DUGVR0I.json",8,"app","informative","heart3","no_neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-388U7OUMF7146EUMNEQRKN9DUGVR0I.json",9,"presentation","social","heart1","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-388U7OUMF7146EUMNEQRKN9DUGVR0I.json",10,"recital","social","heart0","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-388U7OUMF7146EUMNEQRKN9DUGVR0I.json",11,"cake","social","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-388U7OUMF7146EUMNEQRKN9DUGVR0I.json",12,"dance","social","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-38JBBYETQOAWWY7IK9TTXJ07W3L4EY.json",1,"film","informative","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-38JBBYETQOAWWY7IK9TTXJ07W3L4EY.json",2,"song","informative","heart0","no_neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-38JBBYETQOAWWY7IK9TTXJ07W3L4EY.json",3,"poem","informative","heart1","no_neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-38JBBYETQOAWWY7IK9TTXJ07W3L4EY.json",4,"app","informative","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-38JBBYETQOAWWY7IK9TTXJ07W3L4EY.json",5,"recital","both","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-38JBBYETQOAWWY7IK9TTXJ07W3L4EY.json",6,"cookie","both","heart0","no_neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-38JBBYETQOAWWY7IK9TTXJ07W3L4EY.json",7,"presentation","both","heart1","no_neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-38JBBYETQOAWWY7IK9TTXJ07W3L4EY.json",8,"review","both","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-38JBBYETQOAWWY7IK9TTXJ07W3L4EY.json",9,"cake","social","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-38JBBYETQOAWWY7IK9TTXJ07W3L4EY.json",10,"painting","social","heart0","no_neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-38JBBYETQOAWWY7IK9TTXJ07W3L4EY.json",11,"solo","social","heart1","no_neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-38JBBYETQOAWWY7IK9TTXJ07W3L4EY.json",12,"monologue","social","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3907X2AHF05QQBHLP9QGYG2DQT1P2C.json",1,"song","social","heart1","neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3907X2AHF05QQBHLP9QGYG2DQT1P2C.json",2,"app","social","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3907X2AHF05QQBHLP9QGYG2DQT1P2C.json",3,"dance","social","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3907X2AHF05QQBHLP9QGYG2DQT1P2C.json",4,"recital","social","heart0","no_neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3907X2AHF05QQBHLP9QGYG2DQT1P2C.json",5,"poem","informative","heart1","no_neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3907X2AHF05QQBHLP9QGYG2DQT1P2C.json",6,"film","informative","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3907X2AHF05QQBHLP9QGYG2DQT1P2C.json",7,"cake","informative","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3907X2AHF05QQBHLP9QGYG2DQT1P2C.json",8,"review","informative","heart0","no_neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3907X2AHF05QQBHLP9QGYG2DQT1P2C.json",9,"monologue","both","heart1","no_neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3907X2AHF05QQBHLP9QGYG2DQT1P2C.json",10,"painting","both","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3907X2AHF05QQBHLP9QGYG2DQT1P2C.json",11,"presentation","both","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3907X2AHF05QQBHLP9QGYG2DQT1P2C.json",12,"solo","both","heart0","no_neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-39KFRKBFINVY6WYR3UKWIKYSV3ZOYA.json",1,"monologue","social","heart0","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-39KFRKBFINVY6WYR3UKWIKYSV3ZOYA.json",2,"presentation","social","heart2","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-39KFRKBFINVY6WYR3UKWIKYSV3ZOYA.json",3,"cake","social","heart1","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-39KFRKBFINVY6WYR3UKWIKYSV3ZOYA.json",4,"painting","social","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-39KFRKBFINVY6WYR3UKWIKYSV3ZOYA.json",5,"app","both","heart0","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-39KFRKBFINVY6WYR3UKWIKYSV3ZOYA.json",6,"recital","both","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-39KFRKBFINVY6WYR3UKWIKYSV3ZOYA.json",7,"review","both","heart1","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-39KFRKBFINVY6WYR3UKWIKYSV3ZOYA.json",8,"solo","both","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-39KFRKBFINVY6WYR3UKWIKYSV3ZOYA.json",9,"cookie","informative","heart0","no_neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-39KFRKBFINVY6WYR3UKWIKYSV3ZOYA.json",10,"song","informative","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-39KFRKBFINVY6WYR3UKWIKYSV3ZOYA.json",11,"dance","informative","heart1","no_neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-39KFRKBFINVY6WYR3UKWIKYSV3ZOYA.json",12,"poem","informative","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3A1COHJ8NJV9Z9LMMDRCZYDPQ3K8HW.json",1,"dance","both","heart0","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3A1COHJ8NJV9Z9LMMDRCZYDPQ3K8HW.json",2,"painting","both","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3A1COHJ8NJV9Z9LMMDRCZYDPQ3K8HW.json",3,"recital","both","heart1","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3A1COHJ8NJV9Z9LMMDRCZYDPQ3K8HW.json",4,"poem","both","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3A1COHJ8NJV9Z9LMMDRCZYDPQ3K8HW.json",5,"monologue","social","heart0","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3A1COHJ8NJV9Z9LMMDRCZYDPQ3K8HW.json",6,"review","social","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3A1COHJ8NJV9Z9LMMDRCZYDPQ3K8HW.json",7,"song","social","heart1","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3A1COHJ8NJV9Z9LMMDRCZYDPQ3K8HW.json",8,"film","social","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3A1COHJ8NJV9Z9LMMDRCZYDPQ3K8HW.json",9,"app","informative","heart0","no_neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3A1COHJ8NJV9Z9LMMDRCZYDPQ3K8HW.json",10,"cookie","informative","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3A1COHJ8NJV9Z9LMMDRCZYDPQ3K8HW.json",11,"solo","informative","heart1","no_neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3A1COHJ8NJV9Z9LMMDRCZYDPQ3K8HW.json",12,"presentation","informative","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3B1NLC6UGZWG55PSOOB50KWE0C6PGV.json",1,"poem","social","heart0","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3B1NLC6UGZWG55PSOOB50KWE0C6PGV.json",2,"recital","social","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3B1NLC6UGZWG55PSOOB50KWE0C6PGV.json",3,"app","social","heart1","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3B1NLC6UGZWG55PSOOB50KWE0C6PGV.json",4,"monologue","social","heart2","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3B1NLC6UGZWG55PSOOB50KWE0C6PGV.json",5,"painting","both","heart0","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3B1NLC6UGZWG55PSOOB50KWE0C6PGV.json",6,"review","both","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3B1NLC6UGZWG55PSOOB50KWE0C6PGV.json",7,"film","both","heart1","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3B1NLC6UGZWG55PSOOB50KWE0C6PGV.json",8,"song","both","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3B1NLC6UGZWG55PSOOB50KWE0C6PGV.json",9,"cookie","informative","heart0","no_neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3B1NLC6UGZWG55PSOOB50KWE0C6PGV.json",10,"dance","informative","heart3","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3B1NLC6UGZWG55PSOOB50KWE0C6PGV.json",11,"cake","informative","heart1","neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3B1NLC6UGZWG55PSOOB50KWE0C6PGV.json",12,"presentation","informative","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3BEFOD78W6TU8MZV17HCAR5G52MM49.json",1,"poem","informative","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3BEFOD78W6TU8MZV17HCAR5G52MM49.json",2,"solo","informative","heart0","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3BEFOD78W6TU8MZV17HCAR5G52MM49.json",3,"painting","informative","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3BEFOD78W6TU8MZV17HCAR5G52MM49.json",4,"dance","informative","heart1","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3BEFOD78W6TU8MZV17HCAR5G52MM49.json",5,"recital","both","heart2","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3BEFOD78W6TU8MZV17HCAR5G52MM49.json",6,"monologue","both","heart0","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3BEFOD78W6TU8MZV17HCAR5G52MM49.json",7,"app","both","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3BEFOD78W6TU8MZV17HCAR5G52MM49.json",8,"presentation","both","heart1","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3BEFOD78W6TU8MZV17HCAR5G52MM49.json",9,"film","social","heart2","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3BEFOD78W6TU8MZV17HCAR5G52MM49.json",10,"song","social","heart0","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3BEFOD78W6TU8MZV17HCAR5G52MM49.json",11,"review","social","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3BEFOD78W6TU8MZV17HCAR5G52MM49.json",12,"cookie","social","heart1","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3BWI6RSP7G9TFLP1M7R00VKHN2LE7W.json",1,"recital","both","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3BWI6RSP7G9TFLP1M7R00VKHN2LE7W.json",2,"cake","both","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3BWI6RSP7G9TFLP1M7R00VKHN2LE7W.json",3,"solo","both","heart0","neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3BWI6RSP7G9TFLP1M7R00VKHN2LE7W.json",4,"painting","both","heart1","neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3BWI6RSP7G9TFLP1M7R00VKHN2LE7W.json",5,"review","informative","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3BWI6RSP7G9TFLP1M7R00VKHN2LE7W.json",6,"dance","informative","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3BWI6RSP7G9TFLP1M7R00VKHN2LE7W.json",7,"song","informative","heart0","no_neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3BWI6RSP7G9TFLP1M7R00VKHN2LE7W.json",8,"film","informative","heart1","neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3BWI6RSP7G9TFLP1M7R00VKHN2LE7W.json",9,"cookie","social","heart2","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3BWI6RSP7G9TFLP1M7R00VKHN2LE7W.json",10,"app","social","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3BWI6RSP7G9TFLP1M7R00VKHN2LE7W.json",11,"poem","social","heart0","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3BWI6RSP7G9TFLP1M7R00VKHN2LE7W.json",12,"monologue","social","heart1","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3EICBYG644W72I6PRPA2DXPNTL8JCF.json",1,"cookie","both","heart0","neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3EICBYG644W72I6PRPA2DXPNTL8JCF.json",2,"poem","both","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3EICBYG644W72I6PRPA2DXPNTL8JCF.json",3,"review","both","heart1","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3EICBYG644W72I6PRPA2DXPNTL8JCF.json",4,"solo","both","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3EICBYG644W72I6PRPA2DXPNTL8JCF.json",5,"app","informative","heart0","neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3EICBYG644W72I6PRPA2DXPNTL8JCF.json",6,"monologue","informative","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3EICBYG644W72I6PRPA2DXPNTL8JCF.json",7,"recital","informative","heart1","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3EICBYG644W72I6PRPA2DXPNTL8JCF.json",8,"cake","informative","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3EICBYG644W72I6PRPA2DXPNTL8JCF.json",9,"song","social","heart0","neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3EICBYG644W72I6PRPA2DXPNTL8JCF.json",10,"presentation","social","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3EICBYG644W72I6PRPA2DXPNTL8JCF.json",11,"dance","social","heart1","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3EICBYG644W72I6PRPA2DXPNTL8JCF.json",12,"film","social","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3EQHHY4HQSSCCV79492R2ERX9C5G50.json",1,"painting","informative","heart1","no_neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3EQHHY4HQSSCCV79492R2ERX9C5G50.json",2,"cookie","informative","heart0","no_neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3EQHHY4HQSSCCV79492R2ERX9C5G50.json",3,"review","informative","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3EQHHY4HQSSCCV79492R2ERX9C5G50.json",4,"monologue","informative","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3EQHHY4HQSSCCV79492R2ERX9C5G50.json",5,"presentation","social","heart1","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3EQHHY4HQSSCCV79492R2ERX9C5G50.json",6,"song","social","heart0","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3EQHHY4HQSSCCV79492R2ERX9C5G50.json",7,"app","social","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3EQHHY4HQSSCCV79492R2ERX9C5G50.json",8,"film","social","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3EQHHY4HQSSCCV79492R2ERX9C5G50.json",9,"poem","both","heart1","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3EQHHY4HQSSCCV79492R2ERX9C5G50.json",10,"recital","both","heart0","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3EQHHY4HQSSCCV79492R2ERX9C5G50.json",11,"dance","both","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3EQHHY4HQSSCCV79492R2ERX9C5G50.json",12,"cake","both","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3GM6G9ZBKNXEP7ELG8IKIZH8L13MT5.json",1,"film","social","heart0","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3GM6G9ZBKNXEP7ELG8IKIZH8L13MT5.json",2,"app","social","heart1","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3GM6G9ZBKNXEP7ELG8IKIZH8L13MT5.json",3,"dance","social","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3GM6G9ZBKNXEP7ELG8IKIZH8L13MT5.json",4,"presentation","social","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3GM6G9ZBKNXEP7ELG8IKIZH8L13MT5.json",5,"painting","informative","heart0","no_neg","terrible"
