"subid","trial","item","goal","true_state","positivity","utterance"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3YW4XOSQKQLWTV7LNRPW33F764FU1W.json",8,"painting","informative","heart0","no_neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3YW4XOSQKQLWTV7LNRPW33F764FU1W.json",9,"app","both","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3YW4XOSQKQLWTV7LNRPW33F764FU1W.json",10,"monologue","both","heart1","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3YW4XOSQKQLWTV7LNRPW33F764FU1W.json",11,"song","both","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3YW4XOSQKQLWTV7LNRPW33F764FU1W.json",12,"poem","both","heart0","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3YZ8UPK3VTMGGYHJ3OEGKZYYA27CU7.json",1,"solo","both","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3YZ8UPK3VTMGGYHJ3OEGKZYYA27CU7.json",2,"painting","both","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3YZ8UPK3VTMGGYHJ3OEGKZYYA27CU7.json",3,"presentation","both","heart0","neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3YZ8UPK3VTMGGYHJ3OEGKZYYA27CU7.json",4,"review","both","heart1","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3YZ8UPK3VTMGGYHJ3OEGKZYYA27CU7.json",5,"song","social","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3YZ8UPK3VTMGGYHJ3OEGKZYYA27CU7.json",6,"monologue","social","heart2","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3YZ8UPK3VTMGGYHJ3OEGKZYYA27CU7.json",7,"recital","social","heart0","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3YZ8UPK3VTMGGYHJ3OEGKZYYA27CU7.json",8,"dance","social","heart1","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3YZ8UPK3VTMGGYHJ3OEGKZYYA27CU7.json",9,"poem","informative","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3YZ8UPK3VTMGGYHJ3OEGKZYYA27CU7.json",10,"app","informative","heart2","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3YZ8UPK3VTMGGYHJ3OEGKZYYA27CU7.json",11,"cookie","informative","heart0","no_neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3YZ8UPK3VTMGGYHJ3OEGKZYYA27CU7.json",12,"cake","informative","heart1","no_neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3Z3ZLGNNSIU0B5EJTMJAHVXF13N3QS.json",1,"app","both","heart1","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3Z3ZLGNNSIU0B5EJTMJAHVXF13N3QS.json",2,"presentation","both","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3Z3ZLGNNSIU0B5EJTMJAHVXF13N3QS.json",3,"painting","both","heart0","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3Z3ZLGNNSIU0B5EJTMJAHVXF13N3QS.json",4,"song","both","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3Z3ZLGNNSIU0B5EJTMJAHVXF13N3QS.json",5,"poem","social","heart1","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3Z3ZLGNNSIU0B5EJTMJAHVXF13N3QS.json",6,"film","social","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3Z3ZLGNNSIU0B5EJTMJAHVXF13N3QS.json",7,"cake","social","heart0","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3Z3ZLGNNSIU0B5EJTMJAHVXF13N3QS.json",8,"dance","social","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3Z3ZLGNNSIU0B5EJTMJAHVXF13N3QS.json",9,"solo","informative","heart1","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3Z3ZLGNNSIU0B5EJTMJAHVXF13N3QS.json",10,"review","informative","heart3","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3Z3ZLGNNSIU0B5EJTMJAHVXF13N3QS.json",11,"cookie","informative","heart0","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3Z3ZLGNNSIU0B5EJTMJAHVXF13N3QS.json",12,"monologue","informative","heart2","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3Z7EFSHGN9E8X2BE8TP346X24JNCXW.json",1,"cookie","informative","heart0","no_neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3Z7EFSHGN9E8X2BE8TP346X24JNCXW.json",2,"solo","informative","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3Z7EFSHGN9E8X2BE8TP346X24JNCXW.json",3,"recital","informative","heart1","no_neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3Z7EFSHGN9E8X2BE8TP346X24JNCXW.json",4,"poem","informative","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3Z7EFSHGN9E8X2BE8TP346X24JNCXW.json",5,"song","social","heart0","neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3Z7EFSHGN9E8X2BE8TP346X24JNCXW.json",6,"app","social","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3Z7EFSHGN9E8X2BE8TP346X24JNCXW.json",7,"presentation","social","heart1","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3Z7EFSHGN9E8X2BE8TP346X24JNCXW.json",8,"dance","social","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3Z7EFSHGN9E8X2BE8TP346X24JNCXW.json",9,"monologue","both","heart0","no_neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3Z7EFSHGN9E8X2BE8TP346X24JNCXW.json",10,"film","both","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3Z7EFSHGN9E8X2BE8TP346X24JNCXW.json",11,"cake","both","heart1","no_neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3Z7EFSHGN9E8X2BE8TP346X24JNCXW.json",12,"painting","both","heart3","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3Z7VU45IPYHDFU1VTEO4KVUM8PL1ZP.json",1,"poem","both","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3Z7VU45IPYHDFU1VTEO4KVUM8PL1ZP.json",2,"song","both","heart1","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3Z7VU45IPYHDFU1VTEO4KVUM8PL1ZP.json",3,"cake","both","heart0","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3Z7VU45IPYHDFU1VTEO4KVUM8PL1ZP.json",4,"monologue","both","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3Z7VU45IPYHDFU1VTEO4KVUM8PL1ZP.json",5,"painting","informative","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3Z7VU45IPYHDFU1VTEO4KVUM8PL1ZP.json",6,"app","informative","heart1","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3Z7VU45IPYHDFU1VTEO4KVUM8PL1ZP.json",7,"solo","informative","heart0","no_neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3Z7VU45IPYHDFU1VTEO4KVUM8PL1ZP.json",8,"review","informative","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3Z7VU45IPYHDFU1VTEO4KVUM8PL1ZP.json",9,"film","social","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3Z7VU45IPYHDFU1VTEO4KVUM8PL1ZP.json",10,"dance","social","heart1","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3Z7VU45IPYHDFU1VTEO4KVUM8PL1ZP.json",11,"cookie","social","heart0","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3Z7VU45IPYHDFU1VTEO4KVUM8PL1ZP.json",12,"recital","social","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3ZAZR5XV01IX2XBT9BDO1RDDCJLCZT.json",1,"presentation","both","heart0","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3ZAZR5XV01IX2XBT9BDO1RDDCJLCZT.json",2,"poem","both","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3ZAZR5XV01IX2XBT9BDO1RDDCJLCZT.json",3,"solo","both","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3ZAZR5XV01IX2XBT9BDO1RDDCJLCZT.json",4,"cookie","both","heart1","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3ZAZR5XV01IX2XBT9BDO1RDDCJLCZT.json",5,"film","informative","heart0","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3ZAZR5XV01IX2XBT9BDO1RDDCJLCZT.json",6,"cake","informative","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3ZAZR5XV01IX2XBT9BDO1RDDCJLCZT.json",7,"dance","informative","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3ZAZR5XV01IX2XBT9BDO1RDDCJLCZT.json",8,"monologue","informative","heart1","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3ZAZR5XV01IX2XBT9BDO1RDDCJLCZT.json",9,"song","social","heart0","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3ZAZR5XV01IX2XBT9BDO1RDDCJLCZT.json",10,"recital","social","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3ZAZR5XV01IX2XBT9BDO1RDDCJLCZT.json",11,"painting","social","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-3ZAZR5XV01IX2XBT9BDO1RDDCJLCZT.json",12,"app","social","heart1","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-323Q6SJS8IGIEOV9URXI9QUBD9MFHD.json",1,"recital","both","heart1","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-323Q6SJS8IGIEOV9URXI9QUBD9MFHD.json",2,"review","both","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-323Q6SJS8IGIEOV9URXI9QUBD9MFHD.json",3,"cake","both","heart0","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-323Q6SJS8IGIEOV9URXI9QUBD9MFHD.json",4,"app","both","heart3","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-323Q6SJS8IGIEOV9URXI9QUBD9MFHD.json",5,"dance","informative","heart1","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-323Q6SJS8IGIEOV9URXI9QUBD9MFHD.json",6,"painting","informative","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-323Q6SJS8IGIEOV9URXI9QUBD9MFHD.json",7,"song","informative","heart0","neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-323Q6SJS8IGIEOV9URXI9QUBD9MFHD.json",8,"monologue","informative","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-323Q6SJS8IGIEOV9URXI9QUBD9MFHD.json",9,"poem","social","heart1","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-323Q6SJS8IGIEOV9URXI9QUBD9MFHD.json",10,"film","social","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-323Q6SJS8IGIEOV9URXI9QUBD9MFHD.json",11,"cookie","social","heart0","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-323Q6SJS8IGIEOV9URXI9QUBD9MFHD.json",12,"solo","social","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-32Q90QCQ1SLHA0WL51G940P3TPBEKY.json",1,"cake","both","heart1","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-32Q90QCQ1SLHA0WL51G940P3TPBEKY.json",2,"painting","both","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-32Q90QCQ1SLHA0WL51G940P3TPBEKY.json",3,"song","both","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-32Q90QCQ1SLHA0WL51G940P3TPBEKY.json",4,"solo","both","heart0","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-32Q90QCQ1SLHA0WL51G940P3TPBEKY.json",5,"film","informative","heart1","neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-32Q90QCQ1SLHA0WL51G940P3TPBEKY.json",6,"cookie","informative","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-32Q90QCQ1SLHA0WL51G940P3TPBEKY.json",7,"poem","informative","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-32Q90QCQ1SLHA0WL51G940P3TPBEKY.json",8,"app","informative","heart0","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-32Q90QCQ1SLHA0WL51G940P3TPBEKY.json",9,"dance","social","heart1","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-32Q90QCQ1SLHA0WL51G940P3TPBEKY.json",10,"recital","social","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-32Q90QCQ1SLHA0WL51G940P3TPBEKY.json",11,"review","social","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-32Q90QCQ1SLHA0WL51G940P3TPBEKY.json",12,"presentation","social","heart0","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-338JKRMM26ZNIXE1JBBQVPJKGQJAHZ.json",1,"painting","both","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-338JKRMM26ZNIXE1JBBQVPJKGQJAHZ.json",2,"presentation","both","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-338JKRMM26ZNIXE1JBBQVPJKGQJAHZ.json",3,"solo","both","heart0","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-338JKRMM26ZNIXE1JBBQVPJKGQJAHZ.json",4,"poem","both","heart1","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-338JKRMM26ZNIXE1JBBQVPJKGQJAHZ.json",5,"song","informative","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-338JKRMM26ZNIXE1JBBQVPJKGQJAHZ.json",6,"cookie","informative","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-338JKRMM26ZNIXE1JBBQVPJKGQJAHZ.json",7,"recital","informative","heart0","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-338JKRMM26ZNIXE1JBBQVPJKGQJAHZ.json",8,"review","informative","heart1","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-338JKRMM26ZNIXE1JBBQVPJKGQJAHZ.json",9,"app","social","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-338JKRMM26ZNIXE1JBBQVPJKGQJAHZ.json",10,"dance","social","heart2","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-338JKRMM26ZNIXE1JBBQVPJKGQJAHZ.json",11,"monologue","social","heart0","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-338JKRMM26ZNIXE1JBBQVPJKGQJAHZ.json",12,"cake","social","heart1","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33F859I566DS17JTPPBMQ03QY84BHV.json",1,"painting","informative","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33F859I566DS17JTPPBMQ03QY84BHV.json",2,"cake","informative","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33F859I566DS17JTPPBMQ03QY84BHV.json",3,"recital","informative","heart1","neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33F859I566DS17JTPPBMQ03QY84BHV.json",4,"dance","informative","heart0","no_neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33F859I566DS17JTPPBMQ03QY84BHV.json",5,"review","both","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33F859I566DS17JTPPBMQ03QY84BHV.json",6,"poem","both","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33F859I566DS17JTPPBMQ03QY84BHV.json",7,"presentation","both","heart1","neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33F859I566DS17JTPPBMQ03QY84BHV.json",8,"cookie","both","heart0","no_neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33F859I566DS17JTPPBMQ03QY84BHV.json",9,"song","social","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33F859I566DS17JTPPBMQ03QY84BHV.json",10,"film","social","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33F859I566DS17JTPPBMQ03QY84BHV.json",11,"app","social","heart1","no_neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33F859I566DS17JTPPBMQ03QY84BHV.json",12,"solo","social","heart0","no_neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33F859I566DS17JTPPBMQ03QYBUHBX.json",1,"dance","social","heart1","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33F859I566DS17JTPPBMQ03QYBUHBX.json",2,"poem","social","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33F859I566DS17JTPPBMQ03QYBUHBX.json",3,"painting","social","heart0","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33F859I566DS17JTPPBMQ03QYBUHBX.json",4,"recital","social","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33F859I566DS17JTPPBMQ03QYBUHBX.json",5,"review","both","heart1","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33F859I566DS17JTPPBMQ03QYBUHBX.json",6,"app","both","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33F859I566DS17JTPPBMQ03QYBUHBX.json",7,"cookie","both","heart0","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33F859I566DS17JTPPBMQ03QYBUHBX.json",8,"cake","both","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33F859I566DS17JTPPBMQ03QYBUHBX.json",9,"presentation","informative","heart1","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33F859I566DS17JTPPBMQ03QYBUHBX.json",10,"solo","informative","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33F859I566DS17JTPPBMQ03QYBUHBX.json",11,"monologue","informative","heart0","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33F859I566DS17JTPPBMQ03QYBUHBX.json",12,"song","informative","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33JKGHPFYCUGUU91JCW890BGWM7NM1.json",1,"app","informative","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33JKGHPFYCUGUU91JCW890BGWM7NM1.json",2,"presentation","informative","heart0","no_neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33JKGHPFYCUGUU91JCW890BGWM7NM1.json",3,"recital","informative","heart1","no_neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33JKGHPFYCUGUU91JCW890BGWM7NM1.json",4,"painting","informative","heart2","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33JKGHPFYCUGUU91JCW890BGWM7NM1.json",5,"solo","both","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33JKGHPFYCUGUU91JCW890BGWM7NM1.json",6,"review","both","heart0","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33JKGHPFYCUGUU91JCW890BGWM7NM1.json",7,"cookie","both","heart1","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33JKGHPFYCUGUU91JCW890BGWM7NM1.json",8,"monologue","both","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33JKGHPFYCUGUU91JCW890BGWM7NM1.json",9,"film","social","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33JKGHPFYCUGUU91JCW890BGWM7NM1.json",10,"poem","social","heart0","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33JKGHPFYCUGUU91JCW890BGWM7NM1.json",11,"cake","social","heart1","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-33JKGHPFYCUGUU91JCW890BGWM7NM1.json",12,"song","social","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-36DSNE9QZ5Y8B73SHUJT8XJ4IZRJOC.json",1,"presentation","social","heart1","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-36DSNE9QZ5Y8B73SHUJT8XJ4IZRJOC.json",2,"app","social","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-36DSNE9QZ5Y8B73SHUJT8XJ4IZRJOC.json",3,"solo","social","heart0","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-36DSNE9QZ5Y8B73SHUJT8XJ4IZRJOC.json",4,"poem","social","heart2","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-36DSNE9QZ5Y8B73SHUJT8XJ4IZRJOC.json",5,"monologue","both","heart1","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-36DSNE9QZ5Y8B73SHUJT8XJ4IZRJOC.json",6,"recital","both","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-36DSNE9QZ5Y8B73SHUJT8XJ4IZRJOC.json",7,"painting","both","heart0","no_neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-36DSNE9QZ5Y8B73SHUJT8XJ4IZRJOC.json",8,"cake","both","heart2","neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-36DSNE9QZ5Y8B73SHUJT8XJ4IZRJOC.json",9,"film","informative","heart1","no_neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-36DSNE9QZ5Y8B73SHUJT8XJ4IZRJOC.json",10,"cookie","informative","heart3","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-36DSNE9QZ5Y8B73SHUJT8XJ4IZRJOC.json",11,"review","informative","heart0","no_neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-36DSNE9QZ5Y8B73SHUJT8XJ4IZRJOC.json",12,"song","informative","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-36WLNQG78ZAGHXSRZO3G5X6D6V2BEB.json",1,"painting","both","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-36WLNQG78ZAGHXSRZO3G5X6D6V2BEB.json",2,"app","both","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-36WLNQG78ZAGHXSRZO3G5X6D6V2BEB.json",3,"dance","both","heart0","no_neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-36WLNQG78ZAGHXSRZO3G5X6D6V2BEB.json",4,"film","both","heart1","neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-36WLNQG78ZAGHXSRZO3G5X6D6V2BEB.json",5,"song","informative","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-36WLNQG78ZAGHXSRZO3G5X6D6V2BEB.json",6,"poem","informative","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-36WLNQG78ZAGHXSRZO3G5X6D6V2BEB.json",7,"solo","informative","heart0","no_neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-36WLNQG78ZAGHXSRZO3G5X6D6V2BEB.json",8,"presentation","informative","heart1","neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-36WLNQG78ZAGHXSRZO3G5X6D6V2BEB.json",9,"cake","social","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-36WLNQG78ZAGHXSRZO3G5X6D6V2BEB.json",10,"cookie","social","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-36WLNQG78ZAGHXSRZO3G5X6D6V2BEB.json",11,"recital","social","heart0","neg","bad"
"3X7837UUADYFZHZURWSX2D2P458J6Z-36WLNQG78ZAGHXSRZO3G5X6D6V2BEB.json",12,"review","social","heart1","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-374TNBHA8BV1R8B7I7C07PTSA4IQYL.json",1,"app","social","heart2","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-374TNBHA8BV1R8B7I7C07PTSA4IQYL.json",2,"film","social","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-374TNBHA8BV1R8B7I7C07PTSA4IQYL.json",3,"painting","social","heart0","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-374TNBHA8BV1R8B7I7C07PTSA4IQYL.json",4,"presentation","social","heart1","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-374TNBHA8BV1R8B7I7C07PTSA4IQYL.json",5,"cake","both","heart2","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-374TNBHA8BV1R8B7I7C07PTSA4IQYL.json",6,"poem","both","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-374TNBHA8BV1R8B7I7C07PTSA4IQYL.json",7,"monologue","both","heart0","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-374TNBHA8BV1R8B7I7C07PTSA4IQYL.json",8,"review","both","heart1","no_neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-374TNBHA8BV1R8B7I7C07PTSA4IQYL.json",9,"song","informative","heart2","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-374TNBHA8BV1R8B7I7C07PTSA4IQYL.json",10,"recital","informative","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-374TNBHA8BV1R8B7I7C07PTSA4IQYL.json",11,"dance","informative","heart0","no_neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-374TNBHA8BV1R8B7I7C07PTSA4IQYL.json",12,"solo","informative","heart1","neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-379J5II41OGSU6E3Q1SAJ02IIPGEL1.json",1,"song","both","heart1","neg","terrible"
"3X7837UUADYFZHZURWSX2D2P458J6Z-379J5II41OGSU6E3Q1SAJ02IIPGEL1.json",2,"film","both","heart0","neg","good"
"3X7837UUADYFZHZURWSX2D2P458J6Z-379J5II41OGSU6E3Q1SAJ02IIPGEL1.json",3,"review","both","heart3","no_neg","amazing"
"3X7837UUADYFZHZURWSX2D2P458J6Z-379J5II41OGSU6E3Q1SAJ02IIPGEL1.json",4,"dance","both","heart2","no_neg","good"
