"","state","utterance","subid","judgment"
"1319",3,"not_bad","44",1
"1320",3,"not_bad","45",1
"1321",3,"not_bad","46",1
"1322",3,"not_bad","47",1
"1323",3,"not_bad","48",1
"1324",3,"not_bad","49",1
"1325",3,"not_bad","50",1
"1326",3,"not_bad","51",0
"1327",3,"not_good","1",0
"1328",3,"not_good","2",0
"1329",3,"not_good","3",0
"1330",3,"not_good","4",0
"1331",3,"not_good","5",0
"1332",3,"not_good","6",0
"1333",3,"not_good","7",0
"1334",3,"not_good","8",0
"1335",3,"not_good","9",0
"1336",3,"not_good","10",0
"1337",3,"not_good","11",0
"1338",3,"not_good","12",0
"1339",3,"not_good","13",0
"1340",3,"not_good","14",0
"1341",3,"not_good","15",0
"1342",3,"not_good","16",0
"1343",3,"not_good","17",0
"1344",3,"not_good","18",0
"1345",3,"not_good","19",0
"1346",3,"not_good","20",0
"1347",3,"not_good","21",0
"1348",3,"not_good","22",0
"1349",3,"not_good","23",0
"1350",3,"not_good","24",0
"1351",3,"not_good","25",0
"1352",3,"not_good","26",0
"1353",3,"not_good","27",1
"1354",3,"not_good","28",0
"1355",3,"not_good","29",0
"1356",3,"not_good","30",0
"1357",3,"not_good","31",0
"1358",3,"not_good","32",0
"1359",3,"not_good","33",0
"1360",3,"not_good","34",0
"1361",3,"not_good","35",0
"1362",3,"not_good","36",0
"1363",3,"not_good","37",0
"1364",3,"not_good","38",0
"1365",3,"not_good","39",0
"1366",3,"not_good","40",0
"1367",3,"not_good","41",0
"1368",3,"not_good","42",0
"1369",3,"not_good","43",0
"1370",3,"not_good","44",0
"1371",3,"not_good","45",0
"1372",3,"not_good","46",0
"1373",3,"not_good","47",0
"1374",3,"not_good","48",0
"1375",3,"not_good","49",0
"1376",3,"not_good","50",0
"1377",3,"not_good","51",0
"1378",3,"not_terrible","1",1
"1379",3,"not_terrible","2",1
"1380",3,"not_terrible","3",1
"1381",3,"not_terrible","4",1
"1382",3,"not_terrible","5",1
"1383",3,"not_terrible","6",1
"1384",3,"not_terrible","7",1
"1385",3,"not_terrible","8",1
"1386",3,"not_terrible","9",1
"1387",3,"not_terrible","10",1
"1388",3,"not_terrible","11",1
"1389",3,"not_terrible","12",1
"1390",3,"not_terrible","13",1
"1391",3,"not_terrible","14",1
"1392",3,"not_terrible","15",1
"1393",3,"not_terrible","16",1
"1394",3,"not_terrible","17",1
"1395",3,"not_terrible","18",0
"1396",3,"not_terrible","19",1
"1397",3,"not_terrible","20",1
"1398",3,"not_terrible","21",1
"1399",3,"not_terrible","22",0
"1400",3,"not_terrible","23",0
"1401",3,"not_terrible","24",1
"1402",3,"not_terrible","25",1
"1403",3,"not_terrible","26",1
"1404",3,"not_terrible","27",1
"1405",3,"not_terrible","28",1
"1406",3,"not_terrible","29",1
"1407",3,"not_terrible","30",1
"1408",3,"not_terrible","31",1
"1409",3,"not_terrible","32",1
"1410",3,"not_terrible","33",0
"1411",3,"not_terrible","34",1
"1412",3,"not_terrible","35",1
"1413",3,"not_terrible","36",1
"1414",3,"not_terrible","37",1
"1415",3,"not_terrible","38",1
"1416",3,"not_terrible","39",1
"1417",3,"not_terrible","40",0
"1418",3,"not_terrible","41",0
"1419",3,"not_terrible","42",1
"1420",3,"not_terrible","43",1
"1421",3,"not_terrible","44",1
"1422",3,"not_terrible","45",1
"1423",3,"not_terrible","46",1
"1424",3,"not_terrible","47",1
"1425",3,"not_terrible","48",1
"1426",3,"not_terrible","49",1
"1427",3,"not_terrible","50",1
"1428",3,"not_terrible","51",0
"1429",3,"yes_amazing","1",1
"1430",3,"yes_amazing","2",1
"1431",3,"yes_amazing","3",1
"1432",3,"yes_amazing","4",1
"1433",3,"yes_amazing","5",1
"1434",3,"yes_amazing","6",0
"1435",3,"yes_amazing","7",1
"1436",3,"yes_amazing","8",1
"1437",3,"yes_amazing","9",1
"1438",3,"yes_amazing","10",1
"1439",3,"yes_amazing","11",1
"1440",3,"yes_amazing","12",1
"1441",3,"yes_amazing","13",1
"1442",3,"yes_amazing","14",1
"1443",3,"yes_amazing","15",1
"1444",3,"yes_amazing","16",1
"1445",3,"yes_amazing","17",1
"1446",3,"yes_amazing","18",1
"1447",3,"yes_amazing","19",1
"1448",3,"yes_amazing","20",1
"1449",3,"yes_amazing","21",1
"1450",3,"yes_amazing","22",1
"1451",3,"yes_amazing","23",1
"1452",3,"yes_amazing","24",1
"1453",3,"yes_amazing","25",1
"1454",3,"yes_amazing","26",1
"1455",3,"yes_amazing","27",1
"1456",3,"yes_amazing","28",1
"1457",3,"yes_amazing","29",1
"1458",3,"yes_amazing","30",1
"1459",3,"yes_amazing","31",1
"1460",3,"yes_amazing","32",1
"1461",3,"yes_amazing","33",1
"1462",3,"yes_amazing","34",1
"1463",3,"yes_amazing","35",1
"1464",3,"yes_amazing","36",1
"1465",3,"yes_amazing","37",1
"1466",3,"yes_amazing","38",1
"1467",3,"yes_amazing","39",1
"1468",3,"yes_amazing","40",1
"1469",3,"yes_amazing","41",1
"1470",3,"yes_amazing","42",1
"1471",3,"yes_amazing","43",1
"1472",3,"yes_amazing","44",1
"1473",3,"yes_amazing","45",1
"1474",3,"yes_amazing","46",1
"1475",3,"yes_amazing","47",1
"1476",3,"yes_amazing","48",1
"1477",3,"yes_amazing","49",1
"1478",3,"yes_amazing","50",1
"1479",3,"yes_amazing","51",1
"1480",3,"yes_bad","1",0
"1481",3,"yes_bad","2",0
"1482",3,"yes_bad","3",0
"1483",3,"yes_bad","4",0
"1484",3,"yes_bad","5",0
"1485",3,"yes_bad","6",0
"1486",3,"yes_bad","7",0
"1487",3,"yes_bad","8",0
"1488",3,"yes_bad","9",0
"1489",3,"yes_bad","10",0
"1490",3,"yes_bad","11",0
"1491",3,"yes_bad","12",0
"1492",3,"yes_bad","13",0
"1493",3,"yes_bad","14",0
"1494",3,"yes_bad","15",0
"1495",3,"yes_bad","16",0
"1496",3,"yes_bad","17",0
"1497",3,"yes_bad","18",0
"1498",3,"yes_bad","19",0
"1499",3,"yes_bad","20",0
"1500",3,"yes_bad","21",0
"1501",3,"yes_bad","22",0
"1502",3,"yes_bad","23",0
"1503",3,"yes_bad","24",0
"1504",3,"yes_bad","25",0
"1505",3,"yes_bad","26",0
"1506",3,"yes_bad","27",1
"1507",3,"yes_bad","28",0
"1508",3,"yes_bad","29",0
"1509",3,"yes_bad","30",0
"1510",3,"yes_bad","31",0
"1511",3,"yes_bad","32",0
"1512",3,"yes_bad","33",0
"1513",3,"yes_bad","34",0
"1514",3,"yes_bad","35",0
"1515",3,"yes_bad","36",0
"1516",3,"yes_bad","37",0
"1517",3,"yes_bad","38",0
"1518",3,"yes_bad","39",0
"1519",3,"yes_bad","40",0
"1520",3,"yes_bad","41",0
"1521",3,"yes_bad","42",0
"1522",3,"yes_bad","43",0
"1523",3,"yes_bad","44",0
"1524",3,"yes_bad","45",0
"1525",3,"yes_bad","46",0
"1526",3,"yes_bad","47",0
"1527",3,"yes_bad","48",0
"1528",3,"yes_bad","49",0
"1529",3,"yes_bad","50",0
"1530",3,"yes_bad","51",0
"1531",3,"yes_good","1",1
"1532",3,"yes_good","2",1
"1533",3,"yes_good","3",1
"1534",3,"yes_good","4",1
"1535",3,"yes_good","5",1
"1536",3,"yes_good","6",1
"1537",3,"yes_good","7",1
"1538",3,"yes_good","8",1
"1539",3,"yes_good","9",1
"1540",3,"yes_good","10",1
"1541",3,"yes_good","11",1
"1542",3,"yes_good","12",1
"1543",3,"yes_good","13",1
"1544",3,"yes_good","14",1
"1545",3,"yes_good","15",1
"1546",3,"yes_good","16",1
"1547",3,"yes_good","17",1
"1548",3,"yes_good","18",1
"1549",3,"yes_good","19",1
"1550",3,"yes_good","20",1
"1551",3,"yes_good","21",1
"1552",3,"yes_good","22",1
"1553",3,"yes_good","23",1
"1554",3,"yes_good","24",1
"1555",3,"yes_good","25",1
"1556",3,"yes_good","26",1
"1557",3,"yes_good","27",1
"1558",3,"yes_good","28",1
"1559",3,"yes_good","29",1
"1560",3,"yes_good","30",1
"1561",3,"yes_good","31",1
"1562",3,"yes_good","32",1
"1563",3,"yes_good","33",1
"1564",3,"yes_good","34",1
"1565",3,"yes_good","35",1
"1566",3,"yes_good","36",1
"1567",3,"yes_good","37",1
"1568",3,"yes_good","38",1
"1569",3,"yes_good","39",1
"1570",3,"yes_good","40",1
"1571",3,"yes_good","41",1
"1572",3,"yes_good","42",1
"1573",3,"yes_good","43",1
"1574",3,"yes_good","44",1
"1575",3,"yes_good","45",1
"1576",3,"yes_good","46",1
"1577",3,"yes_good","47",1
"1578",3,"yes_good","48",1
"1579",3,"yes_good","49",1
"1580",3,"yes_good","50",1
"1581",3,"yes_good","51",1
"1582",3,"yes_terrible","1",0
"1583",3,"yes_terrible","2",0
"1584",3,"yes_terrible","3",0
"1585",3,"yes_terrible","4",0
"1586",3,"yes_terrible","5",0
"1587",3,"yes_terrible","6",0
"1588",3,"yes_terrible","7",0
"1589",3,"yes_terrible","8",0
"1590",3,"yes_terrible","9",0
"1591",3,"yes_terrible","10",0
"1592",3,"yes_terrible","11",0
"1593",3,"yes_terrible","12",0
"1594",3,"yes_terrible","13",0
"1595",3,"yes_terrible","14",0
"1596",3,"yes_terrible","15",0
"1597",3,"yes_terrible","16",0
"1598",3,"yes_terrible","17",0
"1599",3,"yes_terrible","18",0
"1600",3,"yes_terrible","19",0
"1601",3,"yes_terrible","20",0
"1602",3,"yes_terrible","21",0
"1603",3,"yes_terrible","22",0
"1604",3,"yes_terrible","23",0
"1605",3,"yes_terrible","24",0
"1606",3,"yes_terrible","25",0
"1607",3,"yes_terrible","26",0
"1608",3,"yes_terrible","27",1
"1609",3,"yes_terrible","28",0
"1610",3,"yes_terrible","29",0
"1611",3,"yes_terrible","30",0
"1612",3,"yes_terrible","31",0
"1613",3,"yes_terrible","32",1
"1614",3,"yes_terrible","33",0
"1615",3,"yes_terrible","34",0
"1616",3,"yes_terrible","35",0
"1617",3,"yes_terrible","36",0
"1618",3,"yes_terrible","37",0
"1619",3,"yes_terrible","38",0
"1620",3,"yes_terrible","39",0
"1621",3,"yes_terrible","40",0
"1622",3,"yes_terrible","41",0
"1623",3,"yes_terrible","42",0
"1624",3,"yes_terrible","43",0
"1625",3,"yes_terrible","44",0
"1626",3,"yes_terrible","45",0
"1627",3,"yes_terrible","46",0
"1628",3,"yes_terrible","47",0
"1629",3,"yes_terrible","48",0
"1630",3,"yes_terrible","49",0
"1631",3,"yes_terrible","50",0
"1632",3,"yes_terrible","51",0
